centroid=seq12_299;seqs=1	AB674996.1.1759_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Crustacea,f:Ostracoda,g:Cypridopsis,s:Cypridopsis_uenoi	99.9	1758	0	0	1	1758	1	1759	-1	0
centroid=seq132_33;seqs=1	AM501979.1.1735_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Bacillariophyceae,o:Naviculales,f:Pinnulariaceae,g:Pinnularia,s:Pinnularia_subcapitata	98.8	1736	19	1	1	1736	1	1735	-1	0
centroid=seq113_69;seqs=6	AY838789.1.2101_G;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Ascomycota,o:Pezizomycotina,f:Leotiomycetes,g:Meliniomyces,s:Meliniomyces_variabilis	99.2	1737	15	0	1	1752	1	2101	-1	0
centroid=seq110_37;seqs=3	KC529496.1.1826_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Platyhelminthes,o:Turbellaria,f:Rhabdocoela,g:Castrada,s:Castrada_hofmanni	99.5	1787	7	0	1	1787	1	1826	-1	0
centroid=seq10_348;seqs=3	JQ239055.1.1778_R;tax=k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Zygnemophyceae,o:Zygnemophyceae_X,f:Zygnemophyceae_XX,g:Spirogyra,s:Spirogyra_sp.	99.5	1751	8	1	1	2157	1	1778	-1	0
centroid=seq103_41;seqs=3	MH295830.1.1996_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Heterotrichea,o:Heterotrichea_X,f:Spirostomidae,g:Spirostomum,s:Spirostomum_semivirescens	98.9	1675	18	1	1	1675	1	1996	-1	0
centroid=seq127_28;seqs=2	KJ475306.1.1666_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Peniculia,f:Frontoniidae_1,g:Frontonia_1,s:Frontonia_paramagna	98.7	1642	20	0	1	1701	1	1666	-1	0
centroid=seq126_45;seqs=1	DQ140137.1.2192_U;tax=k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenophyceae,f:Euglenaceae,g:Trachelomonas,s:Trachelomonas_oblonga	89.7	2159	205	19	1	2127	1	2192	-1	0
centroid=seq125_33;seqs=2	AY965867.1.2038_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandona,s:Sandona_aporians	97.2	2038	59	4	1	2295	1	2038	-1	0
centroid=seq119_35;seqs=5	DQ457624.1.1784_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Basidiomycota,o:Agaricomycotina,f:Agaricomycetes,g:Kuehneromyces,s:Kuehneromyces_rostratus	99.3	1760	9	2	1	1759	1	1784	-1	0
centroid=seq145_28;seqs=1	U75449.1.1669_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Basidiomycota,o:Pucciniomycotina,f:Microbotryomycetes,g:Camptobasidium,s:Camptobasidium_hydrophilum	99.7	1652	3	1	1	1756	1	1669	-1	0
centroid=seq148_69;seqs=5	FN562442.1.1786_U;tax=k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pyramimonadophyceae,o:Pyramimonadales,f:Pyramimonadaceae,g:Pyramimonas,s:Pyramimonas_olivacea	94.0	1763	99	6	1	1761	1	1786	-1	0
centroid=seq115_40;seqs=4	AY218116.1.1759_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Rotifera,o:Rotifera_X,f:Rotifera_XX,g:Euchlanis,s:Euchlanis_dilatata	99.1	1759	15	0	1	1761	1	1759	-1	0
centroid=seq129_30;seqs=38	AJ001735.1.1814_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Gastrotricha,o:Gastrotricha_X,f:Gastrotricha_XX,g:Chaetonotus,s:Chaetonotus_sp.	99.0	1776	16	1	1	1775	1	1814	-1	0
centroid=seq164_37;seqs=1	MH645034.1.1297_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Opisthosporidia,o:Microsporida,f:Microsporida_X,g:Conglomerata,s:Conglomerata_obtusa	92.1	1270	98	3	1	1267	1	1297	-1	0
centroid=seq152_33;seqs=2	AJ746328.1.1809_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Crustacea,f:Maxillopoda,g:Eucyclops,s:Eucyclops_serrulatus	99.9	1761	0	0	1	1761	1	1809	-1	0
centroid=seq109_24;seqs=3	HQ918173.1.2261_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Mollimonas,s:Mollimonas_vickermani	96.3	2264	76	5	1	2263	1	2261	-1	0
centroid=seq159_34;seqs=31	AF022201.1.1803_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Peridiniales,f:Thoracosphaeraceae,g:Pentapharsodinium,s:Pentapharsodinium_tyrrhenicum	98.8	1755	20	0	1	1755	1	1803	-1	0
centroid=seq192_29;seqs=1	HQ287918.1.2239_U;tax=k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenophyceae,f:Phacaceae,g:Lepocinclis,s:Lepocinclis_horridus	92.0	2199	163	14	1	1137	1	2239	-1	0
centroid=seq184_19;seqs=2	AB695463.1.1706_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.	80.7	1705	313	15	1	1643	1	1706	-1	0
centroid=seq156_10;seqs=8	AB695514.1.1728_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.	87.6	1745	204	11	1	1743	1	1728	-1	0
centroid=seq177_20;seqs=3	AY821931.1.1584_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Plagiopylea,o:Plagiopylea_X,f:Plagiopylidae,g:Plagiopylidae_X,s:Plagiopylidae_X_sp.	98.7	1584	19	1	1	1719	1	1584	-1	0
centroid=seq186_19;seqs=7	AF357144.1.1726_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Heterotrichea,o:Heterotrichea_X,f:Stentoridae,g:Stentor,s:Stentor_polymorphus	99.1	1681	13	0	1	1681	1	1726	-1	0
centroid=seq195_17;seqs=1	GQ330638.1.1417_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Eugregarinorida,f:Gregarinidae,g:Gregarina3,s:Gregarina3_sp.	99.0	1418	14	1	1	1709	1	1417	-1	0
centroid=seq172_50;seqs=1	GU477297.1.2006_U;tax=k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Petalomonadida,f:Scytomonadidae,g:Petalomonas,s:Petalomonas_sphagnophila	93.7	2007	117	8	1	2002	1	2006	-1	0
centroid=seq189_20;seqs=32	AM412766.1.1730_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Hypotrichia,f:Oxytrichidae,g:Oxytricha,s:Oxytricha_longigranulosa	99.2	1730	12	1	1	1729	1	1730	-1	0
centroid=seq170_28;seqs=5	AB695466.1.1733_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.	96.4	1731	57	3	1	1730	1	1733	-1	0
centroid=seq16_240;seqs=2	FJ459750.1.1768_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Hoplorhynchus,s:Hoplorhynchus_acanthatholius	98.6	1722	22	1	1	1721	1	1768	-1	0
centroid=seq197_23;seqs=2	AY334569.214.1985_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Mattesia,s:Mattesia_sp.	94.1	1745	98	4	1	1739	1	1772	-1	0
centroid=seq180_20;seqs=1	AB695514.1.1728_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Fungi_X,o:Fungi_XX,f:Fungi_XXX,g:Fungi_XXXX,s:Fungi_XXXX_sp.	88.5	1733	190	7	1	1728	1	1728	-1	0
centroid=seq167_22;seqs=1	HM536170.1.2176_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Bodomorphidae,g:Bodomorpha,s:Bodomorpha_sp.	93.7	2289	126	18	1	2320	1	2176	-1	0
centroid=seq198_22;seqs=1	AB450957.1.1703_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Scuticociliatia_2,f:Histiobalantiidae,g:Histiobalantium,s:Histiobalantium_natans	99.8	1703	1	1	1	1716	1	1703	-1	0
centroid=seq135_25;seqs=1	LR812489.1.10223_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Bacillariophyceae,o:Bacillariales,f:Bacillariaceae,g:Fragilariopsis,s:Fragilariopsis_kerguelensis	96.3	1756	351	22	1	1640	1	10223	-1	0
centroid=seq203_20;seqs=1	AY821964.1.1587_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp.	99.2	1588	10	1	1	1714	1	1587	-1	0
centroid=seq19_179;seqs=1	KC461942.1.1689_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Bryozoa,o:Bryozoa_X,f:Bryozoa_XX,g:Plumatella,s:Plumatella_geimermassardi	99.8	1689	1	0	1	1761	1	1689	-1	0
centroid=seq204_17;seqs=2	HM135093.1.1713_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp.	91.7	1722	134	8	1	1738	1	1713	-1	0
centroid=seq230_17;seqs=6	AJ506017.1.1536_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.	95.4	1540	72	5	1	1732	1	1536	-1	0
centroid=seq218_17;seqs=32	FM955256.1.1791_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Hydrurales,f:Hydruraceae,g:Hydrurus,s:Hydrurus_foetidus	97.3	1745	44	2	1	1744	1	1791	-1	0
centroid=seq166_42;seqs=15	LR812489.1.10223_U;tax=k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Bacillariophyceae,o:Bacillariales,f:Bacillariaceae,g:Fragilariopsis,s:Fragilariopsis_kerguelensis	95.7	1752	406	27	1	1379	1	10223	-1	0
centroid=seq238_22;seqs=36	FR865585.2.1767_U;tax=k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chloromonas,s:Chloromonas_perforata	97.0	1751	48	4	1	1750	1	1766	-1	0
centroid=seq24_162;seqs=1	EU433987.1.1800_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Chelicerata,f:Arachnida,g:Hydrozetes,s:Hydrozetes_lacustris	99.9	1776	0	0	1	1776	1	1800	-1	0
centroid=seq251_15;seqs=1	EF550373.1.1721_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Ascomycota,o:Saccharomycotina,f:Saccharomycetales,g:Candida,s:Candida_pseudolambica	99.9	1709	0	0	1	1719	1	1721	-1	0
centroid=seq267_14;seqs=1	DQ444421.1.998_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Basidiomycota,o:Basidiomycota_X,f:Basidiomycota_XX,g:Basidiomycota_XXX,s:Basidiomycota_XXX_sp.	97.0	1001	43	6	1	1693	1	998	-1	0
centroid=seq239_33;seqs=1	AY082996.1.1757_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Rozellomycota,o:Rozellomycota_X,f:Rozellomycota_XX,g:Rozellomycota_XXX,s:Rozellomycota_XXX_sp.	98.0	1714	30	3	1	1713	1	1757	-1	0
centroid=seq252_13;seqs=1	QWYM01001012.1231.3354_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Ascomycota,o:Pezizomycotina,f:Dothideomycetes,g:Venturia,s:Venturia_inaequalis	97.3	2094	49	7	1	2091	1	2124	-1	0
centroid=seq259_20;seqs=3	KT717636.1.2359_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Nematopsis,s:Nematopsis_temporariae	99.0	1618	21	1	1	1709	1	2359	-1	0
